"ctry","year","population","gdp_current_usd","gdp_per_cap","listed_domestic_comps","mkt_cap_gdp","foreign_invest_gdp","voice_account_est","voice_account_rank","pol_stab_est","pol_stab_rank","gov_eff_est","gov_eff_rank","reg_qual_est","reg_qual_rank","rule_law_est","rule_law_rank","control_cor_est","control_cor_rank"
"AO",2019,32375632,70897962732.0277,2189.85571407618,NA,NA,-5.78081314286635,-0.793109953403473,25.1207733154297,-0.368411600589752,31.6037731170654,-1.1284898519516,11.9047622680664,-0.833844542503357,18.0952377319336,-1.02354824542999,15.2380952835083,-1.05461812019348,14.2857141494751
"AO",2020,33451132,48501561203.5686,1449.92286669308,NA,NA,-3.84826398729864,-0.816005945205688,25.6038646697998,-0.599917888641357,24.5283012390137,-1.25748455524445,9.5238094329834,-0.856853485107422,19.0476188659668,-0.951058804988861,18.0952377319336,-0.93506121635437,18.5714282989502
"AO",2021,34532429,66505129987.7235,1925.87466082167,NA,NA,-6.54854227564072,-0.859023571014404,24.1545886993408,-0.710480749607086,21.2264156341553,-1.1263599395752,12.380952835083,-0.670014679431915,27.1428565979004,-0.983753621578217,17.1428565979004,-0.649475812911987,29.0476188659668
"AL",2015,2880703,11470171826.9575,3981.72662261867,NA,NA,8.62740636982338,0.157135263085365,52.709358215332,0.341639041900635,58.0952377319336,0.0275752544403076,54.2857131958008,0.174237310886383,59.523811340332,-0.31968680024147,44.2857131958008,-0.54514080286026,36.1904754638672
"AL",2016,2876101,11988668784.6628,4168.37544462548,NA,NA,8.71147225448456,0.171097502112389,52.2167472839355,0.337447881698608,57.6190490722656,0.0290823616087437,55.238094329834,0.186607629060745,60.9523811340332,-0.322631984949112,41.9047622680664,-0.472373723983765,37.6190490722656
"AL",2017,2873457,13258268435.6048,4614.0479692596,NA,NA,7.71411336285194,0.203885167837143,54.1871910095215,0.373770743608475,59.523811340332,0.0985528454184532,57.6190490722656,0.220610320568085,61.9047622680664,-0.414191573858261,38.5714302062988,-0.481386840343475,40.476188659668
"AL",2018,2866376,15379508329.7568,5365.48880180298,NA,NA,7.83109146132114,0.188786596059799,52.9126205444336,0.366779267787933,58.4905662536621,0.0805245339870453,55.238094329834,0.256079822778702,62.8571434020996,-0.414752036333084,37.1428565979004,-0.546018898487091,33.3333320617676
"AL",2019,2854191,15585111614.0376,5460.4305086932,NA,NA,7.70621465029911,0.141965284943581,52.1739120483398,0.11010505259037,51.886791229248,-0.0623007006943226,49.0476188659668,0.272065460681915,61.9047622680664,-0.426317363977432,38.0952377319336,-0.564274072647095,31.9047622680664
"AL",2020,2837849,15241455556.3737,5370.77749956875,NA,NA,7.01865301314469,0.0863254442811012,51.2077293395996,0.0886125192046165,50,-0.155121222138405,48.0952377319336,0.221967235207558,58.5714302062988,-0.378028213977814,40,-0.573538780212402,31.9047622680664
"AL",2021,2811666,18032009220.4405,6413.28280828537,NA,NA,6.75790721640842,0.0855889618396759,50.2415466308594,0.196371927857399,52.3584899902344,-0.0359850227832794,50.9523811340332,0.175859391689301,58.5714302062988,-0.280716270208359,42.8571434020996,-0.577179968357086,31.9047622680664
"AD",2015,72174,2789881258.50362,38654.9347203095,NA,NA,NA,1.19445466995239,88.1773376464844,1.36598539352417,97.6190490722656,1.74073541164398,95.7142868041992,0.898378431797028,78.5714263916016,1.51319181919098,90,1.15172910690308,85.7142868041992
"AD",2016,72181,2896610479.73077,40129.8192007698,NA,NA,NA,1.17644572257996,87.1921157836914,1.38275027275085,97.1428604125977,1.80540561676025,96.6666641235352,0.860476732254028,78.0952377319336,1.51293611526489,90.9523773193359,1.15941143035889,87.1428604125977
"AD",2017,73763,3000162081.11976,40672.9943348258,NA,NA,NA,1.16151881217957,86.2068939208984,1.39288973808289,97.1428604125977,1.87694644927979,98.0952377319336,1.20018458366394,85.7142868041992,1.53556883335114,90.476188659668,1.17178130149841,86.1904754638672
"AD",2018,75162,3218419896.9641,42819.7745797624,NA,NA,NA,1.04703915119171,82.0388336181641,1.39124858379364,97.1698150634766,1.87921941280365,98.5714263916016,1.18732905387878,85.7142868041992,1.53650796413422,90.9523773193359,1.17894005775452,86.1904754638672
"AD",2019,76474,3155149347.80639,41257.8045846483,NA,NA,NA,1.1081018447876,85.0241546630859,1.57736670970917,98.5849075317383,1.85192060470581,98.0952377319336,1.22192621231079,86.1904754638672,1.51021492481232,90.9523773193359,1.17618942260742,87.1428604125977
"AD",2020,77380,2891001149.3611,37361.0900666982,NA,NA,NA,1.08533525466919,83.0917892456055,1.58867537975311,99.0566024780273,1.7492413520813,95.7142868041992,1.33542132377625,88.5714263916016,1.61518156528473,92.8571395874023,1.26545393466949,88.5714263916016
"AD",2021,78364,3324647529.381,42425.6996756291,NA,NA,NA,1.03249990940094,81.159423828125,1.58125936985016,98.5849075317383,1.74892807006836,97.1428604125977,1.35934960842133,89.523811340332,1.64205121994019,93.3333358764648,1.2796870470047,88.5714263916016
"AE",2015,8505237,370275469571.137,43534.9972694631,125,52.8995642695064,2.3093352254482,-1.11243331432343,19.2118225097656,0.748049259185791,70,1.5004917383194,90.476188659668,1.09659695625305,81.9047622680664,0.614161610603333,71.4285736083984,1.03457427024841,81.4285736083984
"AE",2016,8935095,369255326235.534,41326.4018161569,125,57.7412832435683,2.6011196907891,-1.05007648468018,20.1970443725586,0.549646139144897,64.7619018554688,1.4101870059967,90,0.95991837978363,80.476188659668,0.819037973880768,77.6190490722656,1.13167703151703,82.8571395874023
"AE",2017,9223225,390516804029.952,42340.5917160161,127,59.4350582624859,2.65141548152326,-1.0966237783432,17.7339897155762,0.601949751377106,66.6666641235352,1.40890324115753,89.523811340332,1.00095462799072,80.476188659668,0.768334984779358,76.1904754638672,1.09575378894806,81.9047622680664
"AE",2018,9346701,427049432157.931,45689.8570049401,130,54.1804935393129,2.43186975978915,-1.1226601600647,17.9611644744873,0.689255595207214,68.8679275512695,1.42633962631226,90.476188659668,0.919854760169983,79.523811340332,0.774245142936707,76.1904754638672,1.11705148220062,82.8571395874023
"AE",2019,9445785,417989721742.682,44251.4541398817,130,59.0490069877708,4.27633960124115,-1.139524102211,17.3913040161133,0.667538404464722,69.3396224975586,1.38027024269104,89.0476226806641,0.968137919902802,78.0952377319336,0.808277487754822,77.6190490722656,1.07238209247589,81.9047622680664
"AE",2020,9401038,349473015330.157,37173.8754093066,130,84.3647226156973,5.68984417329464,-1.17806625366211,16.425121307373,0.592605352401733,65.0943374633789,1.2852668762207,87.1428604125977,1.07433104515076,82.8571395874023,0.875135958194733,77.6190490722656,1.08361399173737,82.3809509277344
"AE",2021,9575152,415178792756.978,43360.0211001327,143,133.692158579232,4.97788431407126,-1.19142639636993,16.425121307373,0.597572147846222,65.0943374633789,1.36370348930359,89.523811340332,1.00612270832062,81.9047622680664,0.798968315124512,76.6666641235352,1.15039455890656,83.3333358764648
"AR",2015,43477012,594749285413.212,13679.6264980954,93,9.43836863309546,1.97713461784426,0.411758154630661,60.0985221862793,0.00876413471996784,46.1904754638672,-0.0494756102561951,50.9523811340332,-0.898022353649139,19.5238094329834,-0.74863588809967,26.6666660308838,-0.581265270709991,33.8095245361328
"AR",2016,43900313,557532320662.955,12699.9623137756,93,11.4076106061133,0.584748941173009,0.49326366186142,63.5467987060547,0.197749897837639,52.8571434020996,0.218796372413635,63.8095245361328,-0.347571164369583,40.476188659668,-0.320159524679184,42.3809509277344,-0.299235552549362,45.7142868041992
"AR",2017,44288894,643628393281.364,14532.5009308511,96,16.8948497510525,1.78936504083807,0.528708100318909,64.5320205688477,0.162542164325714,53.3333320617676,0.135085612535477,58.5714302062988,-0.196430206298828,43.8095245361328,-0.237312033772469,45.7142868041992,-0.309002459049225,44.2857131958008
"AR",2018,44654882,524819892360.176,11752.7998922979,93,8.76225361679707,2.23253157689253,0.539252579212189,66.019416809082,0.00690981233492494,47.1698112487793,0.0280606187880039,52.8571434020996,-0.195977628231049,45.7142868041992,-0.219330430030823,46.6666679382324,-0.0992739275097847,53.8095245361328
"AR",2019,44973465,447754683615.225,9955.97478680428,91,8.79801852253825,1.48500687570697,0.570874631404877,65.2173919677734,-0.0978230908513069,43.8679237365723,-0.120795331895351,48.0952377319336,-0.453079700469971,34.761905670166,-0.427360445261002,37.1428565979004,-0.107116244733334,52.8571434020996
"AR",2020,45191965,385740508436.965,8535.59938004389,91,8.36065160246713,1.26616924308721,0.584501206874847,65.2173919677734,-0.0719974040985107,45.2830200195312,-0.254261821508408,43.3333320617676,-0.498344272375107,33.3333320617676,-0.486265957355499,34.761905670166,-0.163570061326027,47.6190490722656
"AR",2021,45312281,486564085480.036,10738.0179223384,85,8.58081622666602,1.36838083162438,0.610777020454407,65.2173919677734,0.000530058634467423,47.6415100097656,-0.390557259321213,37.1428565979004,-0.631172716617584,30,-0.477947890758514,34.2857131958008,-0.422596842050552,37.6190490722656
"AM",2015,3004600,10553337518.414,3512.39350276709,NA,NA,1.74473701796819,-0.536273837089539,29.5566501617432,-0.256798654794693,37.1428565979004,-0.331789612770081,41.9047622680664,0.189176842570305,60,-0.462551325559616,38.5714302062988,-0.609746634960175,31.4285717010498
"AM",2016,2992300,10546136235.5219,3524.42476874707,NA,NA,3.16536727816995,-0.579092621803284,31.0344829559326,-0.667951107025146,22.380952835083,-0.31255441904068,40,0.20515838265419,62.3809509277344,-0.160894498229027,49.0476188659668,-0.659795224666595,30.9523811340332
"AM",2017,2979400,11527458709.0158,3869.05373867752,NA,NA,2.19257337687685,-0.560670435428619,32.019702911377,-0.626211166381836,25.238094329834,-0.251550018787384,42.3809509277344,0.228397324681282,62.8571434020996,-0.209393918514252,46.1904754638672,-0.637015163898468,30
"AM",2018,2969000,12457940694.7395,4196.00562301769,10,0.383771292314693,2.14204783415544,-0.130965158343315,39.3203887939453,-0.451066911220551,29.7169818878174,-0.170582666993141,47.1428565979004,0.350590288639069,64.2857131958008,-0.197214365005493,48.0952377319336,-0.409369438886642,40
"AM",2019,2962500,13619290539.2116,4597.22887399548,10,0.403545249598453,0.736361516844353,0.0547882094979286,48.7922706604004,-0.420024991035461,30.1886787414551,-0.226045966148376,42.3809509277344,0.242604270577431,61.4285697937012,-0.177464514970779,48.5714302062988,-0.227039858698845,47.6190490722656
"AM",2020,2961500,12641698583.2152,4268.68093304583,11,0.213183377396629,0.463408850763634,0.0473478920757771,48.7922706604004,-0.77164489030838,20.2830181121826,-0.304547429084778,39.523811340332,0.238748028874397,59.523811340332,-0.125831425189972,49.523811340332,-0.003474973840639,56.1904754638672
"AM",2021,2962300,13878908628.9378,4685.17997128509,10,0.212696839421871,2.64030281211345,0.0541607961058617,48.7922706604004,-0.804041028022766,18.8679237365723,-0.282197445631027,40,0.131828442215919,57.1428565979004,-0.119838461279869,48.0952377319336,0.0486846454441547,57.6190490722656
"AS",2015,52878,6.73e+08,12727.4102651386,NA,NA,NA,NA,NA,1.15167808532715,90.9523773193359,0.442817568778992,68.5714263916016,0.15120430290699,59.0476188659668,1.28552782535553,86.6666641235352,1.15172910690308,85.7142868041992
"AS",2016,52245,6.71e+08,12843.3342903627,NA,NA,NA,NA,NA,1.15855598449707,91.4285736083984,0.482561141252518,69.523811340332,0.121528759598732,59.0476188659668,1.27915823459625,87.1428604125977,1.15941143035889,87.1428604125977
"AS",2017,51586,6.12e+08,11863.6839452565,NA,NA,NA,NA,NA,1.18432366847992,91.9047622680664,0.510476231575012,70.476188659668,-0.273731589317322,41.4285697937012,1.29530119895935,86.6666641235352,1.76228725910187,93.8095245361328
"AS",2018,50908,6.39e+08,12552.0546868861,NA,NA,NA,NA,NA,1.16629731655121,91.0377349853516,0.498675554990768,69.523811340332,-0.306241989135742,40,1.29659616947174,87.1428604125977,1.78064966201782,93.3333358764648
"AS",2019,50209,6.47e+08,12886.1359517218,NA,NA,NA,1.31854784488678,94.2028961181641,1.1449339389801,90.5660400390625,0.489976644515991,70,-0.325278997421265,40.9523811340332,1.26820170879364,87.1428604125977,1.78022909164429,94.2857131958008
"AS",2020,49761,7.21e+08,14489.2586563775,NA,NA,NA,0.970990180969238,78.260871887207,1.09020864963531,87.7358474731445,0.63264924287796,72.8571395874023,0.525310516357422,70.476188659668,1.118488073349,84.2857131958008,1.26545393466949,88.5714263916016
"AS",2021,49225,7.5e+08,15236.1604875571,NA,NA,NA,0.980956017971039,78.7439651489258,1.0668408870697,87.7358474731445,0.638740062713623,72.3809509277344,0.534613013267517,70.476188659668,1.13875997066498,85.2380981445312,1.2796870470047,88.5714263916016
"AG",2015,89409,1437485185.18519,16077.6340769406,NA,NA,7.93223201859466,0.594934701919556,68.4729080200195,0.987564265727997,83.3333358764648,0.183234006166458,61.9047622680664,0.355818599462509,64.7619018554688,0.553076863288879,70,0.642609059810638,72.3809509277344
"AG",2016,89969,1489603703.7037,16556.8551801588,NA,NA,6.54079848427653,0.633536577224731,67.9802932739258,0.859249651432037,75.7142868041992,0.217992216348648,63.3333320617676,0.328430950641632,65.2380981445312,0.472716420888901,68.5714263916016,0.645367681980133,71.9047622680664
"AG",2017,90468,1534855555.55556,16965.7288273816,NA,NA,9.85575663347114,0.608409464359283,68.4729080200195,0.73206090927124,70.9523773193359,-0.0361118540167809,51.9047622680664,0.237126812338829,63.3333320617676,0.40701898932457,64.7619018554688,0.197911337018013,60.9523811340332
"AG",2018,90926,1661529629.62963,18273.4270684912,NA,NA,12.1775193572219,0.578873872756958,67.9611663818359,0.823102116584778,73.1132049560547,-0.0535420440137386,50.476188659668,0.401309967041016,65.7142868041992,0.376433491706848,63.8095245361328,0.236501798033714,61.9047622680664
"AG",2019,91364,1726448148.14815,18896.3721832248,NA,NA,7.75630247071163,0.731440126895905,70.5314025878906,0.938079655170441,79.7169799804688,-0.0548009425401688,49.523811340332,0.470356702804565,67.6190490722656,0.363515615463257,62.8571434020996,0.239614844322205,61.9047622680664
"AG",2020,91846,1411637037.03704,15369.6082250401,NA,NA,6.82766026835143,0.741594791412354,71.0144958496094,0.929578840732574,79.7169799804688,-0.204794809222221,44.2857131958008,0.497693717479706,68.5714263916016,0.407381147146225,64.2857131958008,0.239038527011871,60.9523811340332
"AG",2021,92349,1602125925.92593,17348.6006987182,NA,NA,18.089490052569,0.729783952236176,69.5652160644531,0.949669897556305,82.5471725463867,-0.193900942802429,44.2857131958008,0.374506026506424,64.2857131958008,0.303150534629822,59.523811340332,0.231868863105774,60.9523811340332
"AU",2015,23815995,1351296372254.31,56739.0265346593,1989,87.8477493445524,3.47020901785018,1.35573124885559,93.1034469604492,0.873180687427521,76.1904754638672,1.53325247764587,91.9047622680664,1.77741026878357,96.1904754638672,1.79032063484192,95.2380981445312,1.84130811691284,94.7619018554688
"AU",2016,24190907,1206836962281.84,49888.0410842736,1969,105.108937364321,3.56056595221134,1.35410094261169,94.0886688232422,1.0334244966507,87.6190490722656,1.53218841552734,91.4285736083984,1.88573145866394,97.6190490722656,1.7166656255722,94.7619018554688,1.77225196361542,93.3333358764648
"AU",2017,24592588,1325582658156.54,53901.7145392154,2013,113.796208083907,3.63608951454838,1.37863683700562,94.0886688232422,0.87606406211853,77.6190490722656,1.49838602542877,91.4285736083984,1.92300236225128,98.0952377319336,1.64595770835876,93.3333358764648,1.75297474861145,92.8571395874023
"AU",2018,24963258,1427809041019.44,57196.4220783778,2004,88.4432185061928,4.25033304779982,1.39378583431244,94.1747589111328,0.971185445785522,83.4905624389648,1.55598998069763,92.3809509277344,1.89657723903656,98.0952377319336,1.67466557025909,92.8571395874023,1.7674548625946,92.3809509277344
"AU",2019,25334826,1392723834562.64,54972.7017885437,1952,106.812166424017,2.78196787472132,1.27036511898041,92.2705307006836,0.917978942394257,78.301887512207,1.53869080543518,92.3809509277344,1.86464607715607,98.5714263916016,1.69461703300476,93.3333358764648,1.78807365894318,94.7619018554688
"AU",2020,25649248,1328414058378.38,51791.540179984,1902,129.519570283705,1.35325605506287,1.29898488521576,93.2367172241211,0.862161874771118,74.5283050537109,1.57335329055786,92.8571395874023,1.81394696235657,98.0952377319336,1.61500358581543,91.9047622680664,1.63298058509827,93.8095245361328
"AU",2021,25685412,1556735770437.26,60607.7788605166,1977,121.240921281706,2.0246819461122,1.35812592506409,93.7198104858398,0.83507913351059,75.4716949462891,1.47172200679779,92.8571395874023,1.83118271827698,98.5714263916016,1.63855969905853,92.3809509277344,1.70738875865936,94.7619018554688
